,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession
4857,ARO:3006715,PDC-345,PDC-345,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-345,ACQ82807.1,FJ666065.1
4858,ARO:3005286,PDC-346,PDC-346,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-346,ACQ82807.1,FJ666065.1
4859,ARO:3006716,PDC-347,PDC-347,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-347,ACQ82807.1,FJ666065.1
4860,ARO:3006717,PDC-348,PDC-348,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-348,ACQ82807.1,FJ666065.1
4861,ARO:3006718,PDC-349,PDC-349,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-349,ACQ82807.1,FJ666065.1
4862,ARO:3006719,PDC-35,PDC-35,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-35,ACQ82807.1,FJ666065.1
4863,ARO:3006720,PDC-350,PDC-350,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-350,ACQ82807.1,FJ666065.1
4864,ARO:3006721,PDC-351,PDC-351,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-351,ACQ82807.1,FJ666065.1
4865,ARO:3005290,PDC-352,PDC-352,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-352,ACQ82807.1,FJ666065.1
4866,ARO:3006722,PDC-353,PDC-353,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-353,ACQ82807.1,FJ666065.1
4867,ARO:3006723,PDC-354,PDC-354,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-354,ACQ82807.1,FJ666065.1
4868,ARO:3006724,PDC-355,PDC-355,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-355,ACQ82807.1,FJ666065.1
4869,ARO:3006725,PDC-356,PDC-356,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-356,ACQ82807.1,FJ666065.1
4870,ARO:3006726,PDC-357,PDC-357,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-357,ACQ82807.1,FJ666065.1
4871,ARO:3006727,PDC-358,PDC-358,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-358,ACQ82807.1,FJ666065.1
4872,ARO:3006728,PDC-359,PDC-359,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-359,ACQ82807.1,FJ666065.1
4873,ARO:3006729,PDC-36,PDC-36,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-36,ACQ82807.1,FJ666065.1
4874,ARO:3006730,PDC-360,PDC-360,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-360,ACQ82807.1,FJ666065.1
4875,ARO:3006731,PDC-361,PDC-361,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-361,ACQ82807.1,FJ666065.1
4876,ARO:3006732,PDC-362,PDC-362,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-362,ACQ82807.1,FJ666065.1
4877,ARO:3006733,PDC-363,PDC-363,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-363,ACQ82807.1,FJ666065.1
4878,ARO:3006734,PDC-364,PDC-364,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-364,ACQ82807.1,FJ666065.1
4879,ARO:3006735,PDC-365,PDC-365,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-365,ACQ82807.1,FJ666065.1
4880,ARO:3006736,PDC-366,PDC-366,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-366,ACQ82807.1,FJ666065.1
4881,ARO:3006737,PDC-367,PDC-367,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-367,ACQ82807.1,FJ666065.1
4882,ARO:3006738,PDC-368,PDC-368,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-368,ACQ82807.1,FJ666065.1
4883,ARO:3006739,PDC-369,PDC-369,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-369,ACQ82807.1,FJ666065.1
4884,ARO:3006740,PDC-37,PDC-37,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-37,ACQ82807.1,FJ666065.1
4885,ARO:3006741,PDC-370,PDC-370,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-370,ACQ82807.1,FJ666065.1
4886,ARO:3006742,PDC-371,PDC-371,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-371,ACQ82807.1,FJ666065.1
4887,ARO:3006743,PDC-372,PDC-372,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-372,ACQ82807.1,FJ666065.1
4888,ARO:3006744,PDC-373,PDC-373,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-373,ACQ82807.1,FJ666065.1
4889,ARO:3006745,PDC-374,PDC-374,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-374,ACQ82807.1,FJ666065.1
4890,ARO:3006746,PDC-375,PDC-375,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-375,ACQ82807.1,FJ666065.1
4891,ARO:3005302,PDC-376,PDC-376,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-376,ACQ82807.1,FJ666065.1
4892,ARO:3006747,PDC-377,PDC-377,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-377,ACQ82807.1,FJ666065.1
4893,ARO:3006748,PDC-378,PDC-378,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-378,ACQ82807.1,FJ666065.1
4894,ARO:3006749,PDC-379,PDC-379,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-379,ACQ82807.1,FJ666065.1
4895,ARO:3006750,PDC-38,PDC-38,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-38,ACQ82807.1,FJ666065.1
4896,ARO:3005293,PDC-380,PDC-380,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-380,ACQ82807.1,FJ666065.1
4897,ARO:3006751,PDC-381,PDC-381,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-381,ACQ82807.1,FJ666065.1
4898,ARO:3006752,PDC-382,PDC-382,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-382,ACQ82807.1,FJ666065.1
4899,ARO:3006753,PDC-383,PDC-383,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-383,ACQ82807.1,FJ666065.1
4900,ARO:3005283,PDC-384,PDC-384,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-384,ACQ82807.1,FJ666065.1
4901,ARO:3006754,PDC-385,PDC-385,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-385,ACQ82807.1,FJ666065.1
4902,ARO:3006755,PDC-386,PDC-386,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-386,ACQ82807.1,FJ666065.1
4903,ARO:3006756,PDC-387,PDC-387,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-387,ACQ82807.1,FJ666065.1
4904,ARO:3006757,PDC-388,PDC-388,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-388,ACQ82807.1,FJ666065.1
4905,ARO:3006758,PDC-389,PDC-389,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-389,ACQ82807.1,FJ666065.1
4906,ARO:3006759,PDC-39,PDC-39,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-39,ACQ82807.1,FJ666065.1
4907,ARO:3006760,PDC-390,PDC-390,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-390,ACQ82807.1,FJ666065.1
4908,ARO:3006761,PDC-391,PDC-391,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-391,ACQ82807.1,FJ666065.1
4909,ARO:3006762,PDC-392,PDC-392,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-392,ACQ82807.1,FJ666065.1
4910,ARO:3005308,PDC-393,PDC-393,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-393,ACQ82807.1,FJ666065.1
4911,ARO:3006763,PDC-394,PDC-394,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-394,ACQ82807.1,FJ666065.1
4912,ARO:3006764,PDC-395,PDC-395,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-395,ACQ82807.1,FJ666065.1
4913,ARO:3006765,PDC-396,PDC-396,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-396,ACQ82807.1,FJ666065.1
4914,ARO:3006766,PDC-397,PDC-397,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-397,ACQ82807.1,FJ666065.1
4915,ARO:3006767,PDC-398,PDC-398,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-398,ACQ82807.1,FJ666065.1
4916,ARO:3006768,PDC-399,PDC-399,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-399,ACQ82807.1,FJ666065.1
4917,ARO:3002501,PDC-4,PDC-4,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-4,ACQ82807.1,FJ666065.1
4918,ARO:3006769,PDC-40,PDC-40,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-40,ACQ82807.1,FJ666065.1
4919,ARO:3006770,PDC-400,PDC-400,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-400,ACQ82807.1,FJ666065.1
4920,ARO:3006771,PDC-401,PDC-401,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-401,ACQ82807.1,FJ666065.1
4921,ARO:3006772,PDC-402,PDC-402,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-402,ACQ82807.1,FJ666065.1
4922,ARO:3006773,PDC-403,PDC-403,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-403,ACQ82807.1,FJ666065.1
4923,ARO:3006774,PDC-404,PDC-404,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-404,ACQ82807.1,FJ666065.1
4924,ARO:3006775,PDC-405,PDC-405,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-405,ACQ82807.1,FJ666065.1
4925,ARO:3006776,PDC-406,PDC-406,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-406,ACQ82807.1,FJ666065.1
4926,ARO:3006777,PDC-407,PDC-407,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-407,ACQ82807.1,FJ666065.1
4927,ARO:3006778,PDC-408,PDC-408,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-408,ACQ82807.1,FJ666065.1
4928,ARO:3006779,PDC-409,PDC-409,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-409,ACQ82807.1,FJ666065.1
4929,ARO:3005157,PDC-41,PDC-41,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-41,ACQ82807.1,FJ666065.1
4930,ARO:3006780,PDC-410,PDC-410,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-410,ACQ82807.1,FJ666065.1
4931,ARO:3006781,PDC-411,PDC-411,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-411,ACQ82807.1,FJ666065.1
4932,ARO:3006782,PDC-412,PDC-412,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-412,ACQ82807.1,FJ666065.1
4933,ARO:3005282,PDC-413,PDC-413,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-413,ACQ82807.1,FJ666065.1
4934,ARO:3006783,PDC-414,PDC-414,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-414,ACQ82807.1,FJ666065.1
4935,ARO:3006784,PDC-415,PDC-415,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-415,ACQ82807.1,FJ666065.1
4936,ARO:3006785,PDC-416,PDC-416,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-416,ACQ82807.1,FJ666065.1
4937,ARO:3006786,PDC-417,PDC-417,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-417,ACQ82807.1,FJ666065.1
4938,ARO:3006787,PDC-418,PDC-418,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-418,ACQ82807.1,FJ666065.1
4939,ARO:3006788,PDC-419,PDC-419,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-419,ACQ82807.1,FJ666065.1
4940,ARO:3006789,PDC-42,PDC-42,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-42,ACQ82807.1,FJ666065.1
4941,ARO:3006790,PDC-420,PDC-420,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-420,ACQ82807.1,FJ666065.1
4942,ARO:3006791,PDC-421,PDC-421,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-421,ACQ82807.1,FJ666065.1
4943,ARO:3006792,PDC-422,PDC-422,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-422,ACQ82807.1,FJ666065.1
4944,ARO:3006793,PDC-423,PDC-423,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-423,ACQ82807.1,FJ666065.1
4945,ARO:3006794,PDC-424,PDC-424,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-424,ACQ82807.1,FJ666065.1
4946,ARO:3006795,PDC-425,PDC-425,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-425,ACQ82807.1,FJ666065.1
4947,ARO:3006796,PDC-426,PDC-426,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-426,ACQ82807.1,FJ666065.1
4948,ARO:3006797,PDC-427,PDC-427,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-427,ACQ82807.1,FJ666065.1
4949,ARO:3006798,PDC-428,PDC-428,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-428,ACQ82807.1,FJ666065.1
4950,ARO:3005312,PDC-429,PDC-429,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-429,ACQ82807.1,FJ666065.1
4951,ARO:3005134,PDC-43,PDC-43,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-43,ACQ82807.1,FJ666065.1
4952,ARO:3006799,PDC-430,PDC-430,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-430,ACQ82807.1,FJ666065.1
4953,ARO:3006800,PDC-431,PDC-431,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-431,ACQ82807.1,FJ666065.1
4954,ARO:3006801,PDC-432,PDC-432,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-432,ACQ82807.1,FJ666065.1
4955,ARO:3006802,PDC-433,PDC-433,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-433,ACQ82807.1,FJ666065.1
4956,ARO:3006803,PDC-434,PDC-434,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-434,ACQ82807.1,FJ666065.1
4957,ARO:3006804,PDC-435,PDC-435,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-435,ACQ82807.1,FJ666065.1
4958,ARO:3006805,PDC-436,PDC-436,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-436,ACQ82807.1,FJ666065.1
4959,ARO:3006806,PDC-437,PDC-437,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-437,ACQ82807.1,FJ666065.1
4960,ARO:3005275,PDC-438,PDC-438,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-438,ACQ82807.1,FJ666065.1
4961,ARO:3006807,PDC-439,PDC-439,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-439,ACQ82807.1,FJ666065.1
4962,ARO:3005142,PDC-44,PDC-44,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-44,ACQ82807.1,FJ666065.1
4963,ARO:3006808,PDC-440,PDC-440,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-440,ACQ82807.1,FJ666065.1
4964,ARO:3006809,PDC-441,PDC-441,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-441,ACQ82807.1,FJ666065.1
4965,ARO:3006810,PDC-442,PDC-442,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-442,ACQ82807.1,FJ666065.1
4966,ARO:3006811,PDC-443,PDC-443,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-443,ACQ82807.1,FJ666065.1
4967,ARO:3006812,PDC-444,PDC-444,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-444,ACQ82807.1,FJ666065.1
4968,ARO:3006813,PDC-445,PDC-445,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-445,ACQ82807.1,FJ666065.1
4969,ARO:3006814,PDC-446,PDC-446,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-446,ACQ82807.1,FJ666065.1
4970,ARO:3006815,PDC-447,PDC-447,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-447,ACQ82807.1,FJ666065.1
4971,ARO:3006816,PDC-448,PDC-448,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-448,ACQ82807.1,FJ666065.1
4972,ARO:3005313,PDC-449,PDC-449,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-449,ACQ82807.1,FJ666065.1
4973,ARO:3005145,PDC-45,PDC-45,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-45,ACQ82807.1,FJ666065.1
4974,ARO:3006817,PDC-450,PDC-450,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-450,ACQ82807.1,FJ666065.1
4975,ARO:3006818,PDC-451,PDC-451,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-451,ACQ82807.1,FJ666065.1
4976,ARO:3006819,PDC-452,PDC-452,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-452,ACQ82807.1,FJ666065.1
4977,ARO:3006820,PDC-453,PDC-453,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-453,ACQ82807.1,FJ666065.1
4978,ARO:3006821,PDC-454,PDC-454,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-454,ACQ82807.1,FJ666065.1
4979,ARO:3006822,PDC-455,PDC-455,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-455,ACQ82807.1,FJ666065.1
4980,ARO:3006823,PDC-456,PDC-456,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-456,ACQ82807.1,FJ666065.1
4981,ARO:3006824,PDC-457,PDC-457,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-457,ACQ82807.1,FJ666065.1
4982,ARO:3006825,PDC-458,PDC-458,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-458,ACQ82807.1,FJ666065.1
4983,ARO:3006826,PDC-459,PDC-459,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-459,ACQ82807.1,FJ666065.1
4984,ARO:3006827,PDC-46,PDC-46,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-46,ACQ82807.1,FJ666065.1
4985,ARO:3006828,PDC-460,PDC-460,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-460,ACQ82807.1,FJ666065.1
4986,ARO:3005294,PDC-461,PDC-461,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-461,ACQ82807.1,FJ666065.1
4987,ARO:3006829,PDC-462,PDC-462,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-462,ACQ82807.1,FJ666065.1
4988,ARO:3006830,PDC-463,PDC-463,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-463,ACQ82807.1,FJ666065.1
4989,ARO:3005291,PDC-464,PDC-464,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-464,ACQ82807.1,FJ666065.1
4990,ARO:3006831,PDC-465,PDC-465,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-465,ACQ82807.1,FJ666065.1
4991,ARO:3006832,PDC-466,PDC-466,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-466,ACQ82807.1,FJ666065.1
4992,ARO:3006833,PDC-467,PDC-467,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-467,ACQ82807.1,FJ666065.1
4993,ARO:3006834,PDC-468,PDC-468,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-468,ACQ82807.1,FJ666065.1
4994,ARO:3006835,PDC-469,PDC-469,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-469,ACQ82807.1,FJ666065.1
4995,ARO:3005128,PDC-47,PDC-47,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-47,ACQ82807.1,FJ666065.1
4996,ARO:3006836,PDC-470,PDC-470,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-470,ACQ82807.1,FJ666065.1
4997,ARO:3006837,PDC-471,PDC-471,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-471,ACQ82807.1,FJ666065.1
4998,ARO:3006838,PDC-472,PDC-472,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-472,ACQ82807.1,FJ666065.1
4999,ARO:3006839,PDC-473,PDC-473,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-473,ACQ82807.1,FJ666065.1
5000,ARO:3006840,PDC-474,PDC-474,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-474,ACQ82807.1,FJ666065.1
5001,ARO:3006841,PDC-475,PDC-475,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-475,ACQ82807.1,FJ666065.1
5002,ARO:3006842,PDC-476,PDC-476,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-476,ACQ82807.1,FJ666065.1
5003,ARO:3008824,PDC-477,PDC-477,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-477,ACQ82807.1,FJ666065.1
5004,ARO:3008825,PDC-478,PDC-478,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-478,ACQ82807.1,FJ666065.1
5005,ARO:3008826,PDC-479,PDC-479,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-479,ACQ82807.1,FJ666065.1
5006,ARO:3005148,PDC-48,PDC-48,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-48,ACQ82807.1,FJ666065.1
5007,ARO:3008827,PDC-480,PDC-480,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-480,ACQ82807.1,FJ666065.1
5008,ARO:3008828,PDC-481,PDC-481,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-481,ACQ82807.1,FJ666065.1
5009,ARO:3008829,PDC-482,PDC-482,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-482,ACQ82807.1,FJ666065.1
5010,ARO:3008830,PDC-483,PDC-483,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-483,ACQ82807.1,FJ666065.1
5011,ARO:3008831,PDC-484,PDC-484,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-484,ACQ82807.1,FJ666065.1
